"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"chr18-33595599-33595914",2.75014892695886e-13,0.514619532285708,0.102,0.005,2.40805790193445e-08,"B","chr18-33595599-33595914"
"chr10-134360193-134362389",2.80362466243822e-13,0.533760831072397,0.197,0.034,2.45488179067753e-08,"B","chr10-134360193-134362389"
"chr12-116632685-116633373",3.10927909408031e-13,0.524752408962449,0.143,0.016,2.72251586756766e-08,"B","chr12-116632685-116633373"
"chr2-128507004-128507672",3.46974361241251e-13,0.520494133252603,0.15,0.016,3.03814220446452e-08,"B","chr2-128507004-128507672"
"chr12-54147508-54148275",3.56595586243128e-13,0.506751215268399,0.116,0.008,3.12238661270346e-08,"B","chr12-54147508-54148275"
"chr1-101713242-101713836",3.65435151749587e-13,0.504284622764095,0.109,0.008,3.19978673223456e-08,"B","chr1-101713242-101713836"
"chr20-1830921-1831915",3.68348120572524e-13,0.522022583405639,0.218,0.048,3.22529297854508e-08,"B","chr20-1830921-1831915"
"chr11-10463449-10464195",3.7908359616295e-13,0.523314192172687,0.143,0.016,3.31929387636241e-08,"B","chr11-10463449-10464195"
"chr5-149840778-149841194",3.99883615031669e-13,0.510279479256759,0.109,0.007,3.50142092157879e-08,"B","chr5-149840778-149841194"
"chr17-62031590-62032397",4.09504531567975e-13,0.501350642339226,0.122,0.012,3.58566262886235e-08,"B","chr17-62031590-62032397"
"chr12-46780627-46782649",4.59747908708177e-13,0.51520279217695,0.211,0.045,4.02559866343967e-08,"B","chr12-46780627-46782649"
"chr7-50369110-50370688",4.63403322258281e-13,0.50901647156635,0.197,0.04,4.05760583002573e-08,"B","chr7-50369110-50370688"
"chr6-88887532-88887986",4.74060388782348e-13,0.510403142579426,0.109,0.006,4.15092017021712e-08,"B","chr6-88887532-88887986"
"chr19-50963276-50964960",4.88550952255314e-13,0.51039842249966,0.211,0.041,4.27780099304275e-08,"B","chr19-50963276-50964960"
"chr2-198010121-198010941",6.77036542414338e-13,0.506515277625476,0.259,0.063,5.92819966903418e-08,"B","chr2-198010121-198010941"
"chr5-124287390-124288231",6.92240483869462e-13,0.510806582589378,0.116,0.01,6.0613269008094e-08,"B","chr5-124287390-124288231"
"chr15-40407773-40408478",7.01781651167735e-13,0.516112027258245,0.204,0.036,6.14487031578981e-08,"B","chr15-40407773-40408478"
"chr11-3914958-3916549",7.56509534370411e-13,0.504970438631387,0.265,0.071,6.62407313390076e-08,"B","chr11-3914958-3916549"
"chr7-22911653-22912322",8.27739621652829e-13,0.500591289131195,0.122,0.012,7.24777090115434e-08,"B","chr7-22911653-22912322"
"chr3-143392853-143393651",8.33044692100879e-13,0.507177843952365,0.197,0.038,7.2942226285045e-08,"B","chr3-143392853-143393651"
"chr5-115412103-115412653",9.37660831128313e-13,0.521730846320613,0.15,0.021,8.21025200344262e-08,"B","chr5-115412103-115412653"
"chr1-36855572-36856426",9.72955967313768e-13,0.512229281178486,0.129,0.013,8.51929974539608e-08,"B","chr1-36855572-36856426"
"chr6-53109307-53110287",9.95598556876692e-13,0.509177224917697,0.211,0.043,8.717560523868e-08,"B","chr6-53109307-53110287"
"chr4-4945420-4946265",1.00896183573488e-12,0.512540528539172,0.163,0.022,8.83457072987821e-08,"B","chr4-4945420-4946265"
"chr11-58844637-58845070",1.12995028611812e-12,0.500501310249323,0.109,0.007,9.8939577002789e-08,"B","chr11-58844637-58845070"
"chr12-132258085-132258835",1.21929462773503e-12,0.515213853500234,0.122,0.009,1.06762656899107e-07,"B","chr12-132258085-132258835"
"chr6-88875586-88876486",1.23815412156408e-12,0.505693321702635,0.129,0.011,1.08414013038273e-07,"B","chr6-88875586-88876486"
"chr20-39640114-39640694",1.24818599283212e-12,0.519892812369468,0.136,0.017,1.09292413718373e-07,"B","chr20-39640114-39640694"
"chr14-103382928-103384810",1.32630339288087e-12,0.500955125899943,0.163,0.026,1.16132451384042e-07,"B","chr14-103382928-103384810"
"chr19-35819619-35820486",1.37933223051399e-12,0.510737893021262,0.204,0.037,1.20775709436036e-07,"B","chr19-35819619-35820486"
"chr12-51751040-51751622",1.39065574347298e-12,0.508369169086551,0.116,0.008,1.21767207554237e-07,"B","chr12-51751040-51751622"
"chr10-48477694-48478549",1.4396429950839e-12,0.508759796320034,0.136,0.017,1.26056580292541e-07,"B","chr10-48477694-48478549"
"chr2-166671831-166672603",1.47515442288654e-12,0.518066746377428,0.129,0.014,1.29165996422368e-07,"B","chr2-166671831-166672603"
"chr8-128314887-128315476",1.47974093692149e-12,0.509142055329496,0.129,0.013,1.29567596177782e-07,"B","chr8-128314887-128315476"
"chr9-136810332-136811637",1.50802535871787e-12,0.502545583729058,0.15,0.016,1.32044208434696e-07,"B","chr9-136810332-136811637"
"chr3-23898513-23899530",1.53107857112837e-12,0.511758191079195,0.204,0.038,1.34062770766572e-07,"B","chr3-23898513-23899530"
"chr5-58858508-58859207",1.82516952158574e-12,0.504101479291015,0.143,0.016,1.59813668479569e-07,"B","chr5-58858508-58859207"
"chr1-205249027-205249554",1.85260883578115e-12,0.500312725787804,0.109,0.008,1.62216282269833e-07,"B","chr1-205249027-205249554"
"chr2-100758619-100759426",1.85932261028112e-12,0.508230556363144,0.19,0.036,1.62804147078825e-07,"B","chr2-100758619-100759426"
"chr14-107061727-107062286",1.8965032839953e-12,0.503334605394534,0.163,0.025,1.66059724049912e-07,"B","chr14-107061727-107062286"
"chr5-156928917-156929809",2.05012582737648e-12,0.509351973760703,0.218,0.045,1.79511067570912e-07,"B","chr5-156928917-156929809"
"chr7-128786210-128786855",2.06399955376965e-12,0.501914093428949,0.122,0.01,1.80725864927624e-07,"B","chr7-128786210-128786855"
"chr7-93679086-93679868",2.22146713986605e-12,0.512157977811352,0.17,0.03,1.94513884233812e-07,"B","chr7-93679086-93679868"
"chr12-117295698-117296286",2.30384519880809e-12,0.501718406494045,0.15,0.019,2.01726989452835e-07,"B","chr12-117295698-117296286"
"chrX-57978130-57978835",2.43213135129867e-12,0.512338392387735,0.116,0.009,2.12959853251063e-07,"B","chrX-57978130-57978835"
"chr6-114130693-114131578",2.65918477105556e-12,0.502794962723677,0.211,0.046,2.32840877738396e-07,"B","chr6-114130693-114131578"
"chr8-41520074-41521847",2.94278777556042e-12,0.500637738724402,0.184,0.031,2.57673440415846e-07,"B","chr8-41520074-41521847"
"chr22-22465222-22466161",3.00357299790956e-12,0.517436515577621,0.17,0.028,2.62995855269959e-07,"B","chr22-22465222-22466161"
"chr2-45956776-45957575",3.01505314623136e-12,0.507324497961302,0.218,0.045,2.64001068537164e-07,"B","chr2-45956776-45957575"
"chr4-2852888-2854784",3.26210169452312e-12,0.501902395067373,0.156,0.025,2.85632886474139e-07,"B","chr4-2852888-2854784"
"chr11-44964356-44965399",3.36475827455173e-12,0.501357325903039,0.204,0.045,2.94621599278024e-07,"B","chr11-44964356-44965399"
"chr22-29759980-29760687",3.410664161748e-12,0.502982279939475,0.15,0.018,2.98641164666817e-07,"B","chr22-29759980-29760687"
"chr11-48064878-48066552",5.68701946290073e-12,0.501286140917413,0.163,0.032,4.9796111119105e-07,"B","chr11-48064878-48066552"
"chr14-25102731-25104097",4.84472324050955e-55,1.03150290748123,0.445,0.028,4.24208811662256e-50,"CD8 T","chr14-25102731-25104097"
"chr12-52960193-52961359",6.56584522765536e-47,0.925489990604038,0.4,0.03,5.74911973978731e-42,"CD8 T","chr12-52960193-52961359"
"chr19-51874860-51877258",6.34469119478978e-46,0.827968252966573,0.548,0.093,5.55547505706988e-41,"CD8 T","chr19-51874860-51877258"
"chr1-25390920-25393219",1.20640535895065e-40,0.842837228778587,0.452,0.057,1.05634059635077e-35,"CD8 T","chr1-25390920-25393219"
"chr20-20196584-20197392",2.61889346872887e-39,0.904050940438227,0.284,0.015,2.29312931015369e-34,"CD8 T","chr20-20196584-20197392"
"chr17-47792287-47793941",3.269019448962e-39,0.827316873333692,0.445,0.061,2.86238611970561e-34,"CD8 T","chr17-47792287-47793941"
"chr2-232290043-232292221",4.00340493580871e-39,0.830212466012278,0.445,0.063,3.50542139584346e-34,"CD8 T","chr2-232290043-232292221"
"chr10-72360398-72364212",1.11943104022134e-38,0.761150192736405,0.497,0.096,9.80185013128208e-34,"CD8 T","chr10-72360398-72364212"
"chr1-25235102-25243781",2.8268839231872e-37,0.665480458378833,0.613,0.186,2.47524783198194e-32,"CD8 T","chr1-25235102-25243781"
"chr22-37557389-37561078",3.04504452159618e-37,0.749698453992753,0.535,0.106,2.66627143355483e-32,"CD8 T","chr22-37557389-37561078"
"chr1-184355375-184358471",6.37952797652539e-36,0.751081713074983,0.529,0.114,5.5859784915254e-31,"CD8 T","chr1-184355375-184358471"
"chr18-20886736-20888435",6.86114732018425e-36,0.862450123972376,0.271,0.014,6.00768920502653e-31,"CD8 T","chr18-20886736-20888435"
"chr4-8410619-8412663",9.58246565685924e-36,0.778813092975727,0.465,0.079,8.39050275380252e-31,"CD8 T","chr4-8410619-8412663"
"chr20-37501147-37505073",2.33428838623258e-35,0.701537326824474,0.561,0.137,2.04392625386911e-30,"CD8 T","chr20-37501147-37505073"
"chr11-113942762-113947044",2.40016412876302e-34,0.773960244901433,0.419,0.069,2.10160771278619e-29,"CD8 T","chr11-113942762-113947044"
"chr22-22120596-22122110",3.79195385739611e-34,0.794137245763573,0.368,0.046,3.32027271707461e-29,"CD8 T","chr22-22120596-22122110"
"chr20-24929211-24935052",5.94991618242352e-34,0.690991778368873,0.529,0.131,5.20980610849186e-29,"CD8 T","chr20-24929211-24935052"
"chr4-15963274-15965648",2.64204609615585e-33,0.801796032652612,0.368,0.044,2.31340198225502e-28,"CD8 T","chr4-15963274-15965648"
"chr10-98430365-98431675",1.74803186548094e-32,0.827840694271535,0.271,0.017,1.53059418173376e-27,"CD8 T","chr10-98430365-98431675"
"chr2-242701625-242704014",2.75785131314594e-32,0.707260281696539,0.452,0.091,2.41480218830371e-27,"CD8 T","chr2-242701625-242704014"
"chr21-28215674-28219254",7.25468924434719e-32,0.784170872681233,0.355,0.041,6.35227844924285e-27,"CD8 T","chr21-28215674-28219254"
"chr15-39915390-39917874",7.97132780347944e-32,0.719678784514151,0.445,0.081,6.97977433800463e-27,"CD8 T","chr15-39915390-39917874"
"chr13-25191972-25193348",1.21873068911779e-31,0.732557452587735,0.419,0.077,1.06713277869843e-26,"CD8 T","chr13-25191972-25193348"
"chr22-46683944-46686883",1.30227302742227e-31,0.759285399475455,0.361,0.05,1.14028328554122e-26,"CD8 T","chr22-46683944-46686883"
"chr12-70443569-70444389",1.30501265081207e-31,0.808401360776714,0.31,0.032,1.14268212717755e-26,"CD8 T","chr12-70443569-70444389"
"chr2-224625098-224626881",2.0588073047064e-31,0.757804375211753,0.381,0.05,1.80271226407397e-26,"CD8 T","chr2-224625098-224626881"
"chr5-139124668-139128927",9.61119648433511e-31,0.616574586981135,0.606,0.186,8.41565975364866e-26,"CD8 T","chr5-139124668-139128927"
"chr4-1194041-1198256",3.6544337724159e-30,0.560311136959144,0.652,0.243,3.19985875546508e-25,"CD8 T","chr4-1194041-1198256"
"chr20-49002345-49003444",6.40494525534762e-30,0.764348159224702,0.323,0.038,5.60823411503493e-25,"CD8 T","chr20-49002345-49003444"
"chr12-124908265-124909030",8.05063592218157e-30,0.777734536185697,0.219,0.01,7.04921731982141e-25,"CD8 T","chr12-124908265-124909030"
"chr12-123559510-123561946",1.0835848125749e-29,0.711917753993536,0.413,0.083,9.4879769773871e-25,"CD8 T","chr12-123559510-123561946"
"chr7-38271560-38273216",7.52730049810933e-29,0.700544982098932,0.413,0.078,6.59097958914951e-24,"CD8 T","chr7-38271560-38273216"
"chr17-34393675-34394630",7.54740468312699e-29,0.758944397810353,0.277,0.023,6.60858301459282e-24,"CD8 T","chr17-34393675-34394630"
"chr11-121352458-121355176",1.10829517855759e-28,0.65410523218401,0.452,0.111,9.70434341296814e-24,"CD8 T","chr11-121352458-121355176"
"chr9-92116344-92117968",1.55665588286864e-28,0.702531056186764,0.394,0.071,1.36302345759861e-23,"CD8 T","chr9-92116344-92117968"
"chr22-23605696-23607005",3.52069684220855e-28,0.714127316196977,0.387,0.066,3.08275736200623e-23,"CD8 T","chr22-23605696-23607005"
"chr19-10624601-10630315",7.11048833000162e-28,0.659924408322042,0.419,0.094,6.22601468663271e-23,"CD8 T","chr19-10624601-10630315"
"chr6-161662904-161664966",1.89506627294957e-27,0.69284182907275,0.419,0.085,1.65933897925738e-22,"CD8 T","chr6-161662904-161664966"
"chr20-56179919-56181417",2.30134268743255e-27,0.713589992488711,0.284,0.036,2.01507867054282e-22,"CD8 T","chr20-56179919-56181417"
"chr9-129399252-129400326",5.29580015811595e-27,0.722712049354105,0.265,0.03,4.6370555764479e-22,"CD8 T","chr9-129399252-129400326"
"chr7-121170242-121171294",2.25161323609839e-26,0.721778995462598,0.265,0.026,1.97153506566011e-21,"CD8 T","chr7-121170242-121171294"
"chr1-160725726-160727063",2.46962209656889e-26,0.707616842762291,0.258,0.027,2.16242580397669e-21,"CD8 T","chr1-160725726-160727063"
"chr19-13996851-13998832",3.85031705687015e-26,0.705604216128831,0.29,0.034,3.37137611816607e-21,"CD8 T","chr19-13996851-13998832"
"chr1-202166490-202167493",4.80825637997336e-26,0.726582048024839,0.252,0.022,4.21015736886847e-21,"CD8 T","chr1-202166490-202167493"
"chr6-157464372-157465054",4.97395825009618e-26,0.724595184328289,0.226,0.015,4.35524758336672e-21,"CD8 T","chr6-157464372-157465054"
"chr20-24940158-24942440",5.2558353637085e-26,0.687036391776837,0.323,0.053,4.6020620028168e-21,"CD8 T","chr20-24940158-24942440"
"chr12-129279021-129282050",6.24894266722623e-26,0.670202772544998,0.374,0.07,5.47163668884996e-21,"CD8 T","chr12-129279021-129282050"
"chr3-39308790-39310209",7.35400512724881e-26,0.66225674990983,0.374,0.077,6.43924042947033e-21,"CD8 T","chr3-39308790-39310209"
"chr7-3145999-3147455",8.96512829371397e-26,0.70618805413409,0.187,0.008,7.84995598525888e-21,"CD8 T","chr7-3145999-3147455"
"chr16-27457639-27462833",1.39868192099741e-25,0.600265758324345,0.516,0.148,1.22469987684454e-20,"CD8 T","chr16-27457639-27462833"
"chr22-37541681-375467211",1.69154355283785e-25,0.576376694902902,0.51,0.15,1.48113245030035e-20,"CD8 T","chr22-37541681-37546721"
"chr19-4709303-4710071",1.76891594937723e-25,0.695837275994535,0.181,0.007,1.5488804944342e-20,"CD8 T","chr19-4709303-4710071"
"chr19-10633663-10634497",1.8650508115434e-25,0.713409838826788,0.219,0.018,1.63305714109552e-20,"CD8 T","chr19-10633663-10634497"
"chr19-4104250-4105573",2.30159251422559e-25,0.612282504161369,0.445,0.116,2.01529742138106e-20,"CD8 T","chr19-4104250-4105573"
"chr12-121995261-121996340",3.5968857250638e-25,0.676724032966493,0.31,0.045,3.14946910972312e-20,"CD8 T","chr12-121995261-121996340"
"chr2-29232352-29236298",4.5397886476076e-25,0.591158992017322,0.477,0.134,3.97508433773169e-20,"CD8 T","chr2-29232352-29236298"
"chr11-130258418-130259880",4.66145934452461e-25,0.689720970049715,0.277,0.034,4.08162041665919e-20,"CD8 T","chr11-130258418-130259880"
"chr2-111603938-111605426",4.81123996693826e-25,0.673985391795349,0.316,0.05,4.21276982745081e-20,"CD8 T","chr2-111603938-111605426"
"chr17-17566095-17567476",5.33557889722739e-25,0.667325059434273,0.361,0.067,4.67188623820127e-20,"CD8 T","chr17-17566095-17567476"
"chr1-25183296-25184438",1.63400540174723e-24,0.69486818934393,0.219,0.017,1.43075146982389e-19,"CD8 T","chr1-25183296-25184438"
"chr19-55417038-55418566",1.87124489734583e-24,0.695819999810724,0.213,0.017,1.63848074456498e-19,"CD8 T","chr19-55417038-55418566"
"chr19-18259565-18260595",2.90759723559411e-24,0.674767024012083,0.187,0.011,2.54592121545855e-19,"CD8 T","chr19-18259565-18260595"
"chr9-80852879-80853876",4.00077759373266e-24,0.695743308371752,0.213,0.017,3.50312086884826e-19,"CD8 T","chr9-80852879-80853876"
"chr11-128193216-128195345",4.12195323477521e-24,0.60790905008499,0.413,0.105,3.60922347190152e-19,"CD8 T","chr11-128193216-128195345"
"chr7-38356882-38358845",5.47935191765467e-24,0.676521135731797,0.316,0.047,4.7977753326176e-19,"CD8 T","chr7-38356882-38358845"
"chr18-43977135-43978447",6.83610125536429e-24,0.680199312390366,0.174,0.008,5.98575862020952e-19,"CD8 T","chr18-43977135-43978447"
"chr8-103107793-103110617",1.00156164708507e-23,0.656213127864781,0.297,0.045,8.76977393804154e-19,"CD8 T","chr8-103107793-103110617"
"chr11-126199204-126200061",2.28122238110717e-23,0.679313720762159,0.2,0.015,1.99746112912125e-18,"CD8 T","chr11-126199204-126200061"
"chr22-43659078-43660736",2.39178239769441e-23,0.647643368476323,0.348,0.063,2.0942685852452e-18,"CD8 T","chr22-43659078-43660736"
"chr6-170462151-170464004",3.50830855953616e-23,0.637499134789482,0.342,0.067,3.07191005781546e-18,"CD8 T","chr6-170462151-170464004"
"chr19-7755430-7758196",6.06535534041665e-23,0.650980081997488,0.284,0.041,5.31088578962223e-18,"CD8 T","chr19-7755430-7758196"
"chr2-85920888-85922187",7.28147562885055e-23,0.701297236017448,0.187,0.011,6.37573287537783e-18,"CD8 T","chr2-85920888-85922187"
"chr5-76034281-76035595",1.00481149015284e-22,0.637915716109998,0.348,0.066,8.79822988892727e-18,"CD8 T","chr5-76034281-76035595"
"chr22-22043331-22045160",1.13954097639608e-22,0.671341368636854,0.226,0.02,9.97793474342176e-18,"CD8 T","chr22-22043331-22045160"
"chr16-87758105-87759727",1.29141236726612e-22,0.676706055927203,0.239,0.026,1.13077358290189e-17,"CD8 T","chr16-87758105-87759727"
"chr21-47843715-47846111",2.59786455924176e-22,0.594109706236302,0.374,0.091,2.27471618671767e-17,"CD8 T","chr21-47843715-47846111"
"chr9-116279054-116280885",3.18839599900266e-22,0.609773043495706,0.355,0.078,2.79179142068672e-17,"CD8 T","chr9-116279054-116280885"
"chr17-3698114-3700521",3.83421715901599e-22,0.627999976409,0.335,0.067,3.35727888660599e-17,"CD8 T","chr17-3698114-3700521"
"chr2-87012330-87019208",3.90673000131006e-22,0.537827766474185,0.51,0.153,3.4207718564471e-17,"CD8 T","chr2-87012330-87019208"
"chr16-57643240-57644362",4.50432966272223e-22,0.648367603211205,0.258,0.037,3.94403609597621e-17,"CD8 T","chr16-57643240-57644362"
"chr2-232257794-2322613751",4.55289615511758e-22,0.652850707390323,0.316,0.052,3.98656140238251e-17,"CD8 T","chr2-232257794-232261375"
"chr2-160001280-160002365",6.33120685119071e-22,0.659296088691073,0.219,0.023,5.5436680309711e-17,"CD8 T","chr2-160001280-160002365"
"chr19-10907554-10909068",6.35446273539633e-22,0.581036659189315,0.4,0.101,5.56403111574038e-17,"CD8 T","chr19-10907554-10909068"
"chr2-231838515-231839742",8.18990550524276e-22,0.61030354855702,0.323,0.059,7.17116315944561e-17,"CD8 T","chr2-231838515-231839742"
"chr6-170753003-170753711",8.88608422686575e-22,0.660091738769664,0.168,0.009,7.78074420988592e-17,"CD8 T","chr6-170753003-170753711"
"chr5-148227169-148229635",9.23284409346149e-22,0.637012757902315,0.323,0.059,8.08437061667581e-17,"CD8 T","chr5-148227169-148229635"
"chr6-13427573-13429753",1.37578463990642e-21,0.573165693123188,0.4,0.113,1.20465078854846e-16,"CD8 T","chr6-13427573-13429753"
"chr14-91692665-91697145",1.81141320682027e-21,0.544198925018374,0.426,0.124,1.5860915180239e-16,"CD8 T","chr14-91692665-91697145"
"chr6-20023725-20024547",1.85193322254497e-21,0.645023278138539,0.174,0.012,1.6215712489926e-16,"CD8 T","chr6-20023725-20024547"
"chr10-129840374-129840986",1.93265075765189e-21,0.652114503279066,0.174,0.01,1.69224832990757e-16,"CD8 T","chr10-129840374-129840986"
